Item,Location,Payment Method,Transaction ID,Transaction_Date,Sum of Total_Sales,Sum of Quantity,Sum of Price Per Unit
Coffee,Takeaway,Cash,TXN_3234877,2023-07-29 00:00:00,8,4,2
Coffee,Takeaway,Cash,TXN_3263746,2023-11-14 00:00:00,2,1,2
Coffee,Takeaway,Cash,TXN_3515664,2023-09-25 00:00:00,4,2,2
Coffee,Takeaway,Cash,TXN_3915802,2023-12-16 00:00:00,6,3,2
Coffee,Takeaway,Cash,TXN_4037502,2023-08-10 00:00:00,,2,
Coffee,Takeaway,Cash,TXN_4088917,2023-02-04 00:00:00,6,3,2
Coffee,Takeaway,Cash,TXN_4108567,2023-08-14 00:00:00,4,2,2
Coffee,Takeaway,Cash,TXN_4413776,2023-07-21 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_4566950,2023-09-29 00:00:00,4,2,2
Coffee,Takeaway,Cash,TXN_4598397,2023-09-13 00:00:00,8,4,2
Coffee,Takeaway,Cash,TXN_4682737,2023-02-03 00:00:00,4,2,2
Coffee,Takeaway,Cash,TXN_4809626,2023-02-18 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_4873173,2023-10-08 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_4919285,2023-10-15 00:00:00,8,4,2
Coffee,Takeaway,Cash,TXN_5236861,2023-10-27 00:00:00,8,4,2
Coffee,Takeaway,Cash,TXN_5409141,2023-02-02 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_5525916,2023-03-02 00:00:00,4,2,2
Coffee,Takeaway,Cash,TXN_5531648,2023-01-23 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_5618976,2023-12-05 00:00:00,4,2,2
Coffee,Takeaway,Cash,TXN_5668193,2023-08-14 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_5734319,2023-06-01 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_6071339,2023-10-17 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_6152588,2023-11-21 00:00:00,6,3,2
Coffee,Takeaway,Cash,TXN_6243519,2023-03-03 00:00:00,6,3,2
Coffee,Takeaway,Cash,TXN_6272473,2023-03-06 00:00:00,8,4,2
Coffee,Takeaway,Cash,TXN_6324434,2023-12-04 00:00:00,8,4,2
Coffee,Takeaway,Cash,TXN_6420335,2023-07-16 00:00:00,2,1,2
Coffee,Takeaway,Cash,TXN_6702428,2023-08-11 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_6712994,2023-10-02 00:00:00,6,3,2
Coffee,Takeaway,Cash,TXN_6746916,2023-11-15 00:00:00,2,1,2
Coffee,Takeaway,Cash,TXN_6762172,2023-01-19 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_6923480,2023-10-27 00:00:00,6,3,2
Coffee,Takeaway,Cash,TXN_7129511,2023-10-29 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_7215900,2023-08-26 00:00:00,6,3,2
Coffee,Takeaway,Cash,TXN_7896831,2023-04-01 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_8122317,2023-10-16 00:00:00,6,3,2
Coffee,Takeaway,Cash,TXN_8301190,2023-04-01 00:00:00,2,1,2
Coffee,Takeaway,Cash,TXN_8532735,2023-07-28 00:00:00,4,2,2
Coffee,Takeaway,Cash,TXN_8591813,2023-10-31 00:00:00,6,3,2
Coffee,Takeaway,Cash,TXN_8956534,2023-06-05 00:00:00,10,5,2
Coffee,Takeaway,Cash,TXN_9215670,2023-05-04 00:00:00,,3,
Coffee,Takeaway,Cash,TXN_9254064,2023-12-10 00:00:00,4,2,2
Coffee,Takeaway,Cash,TXN_9345439,2023-08-07 00:00:00,4,2,2
Coffee,Takeaway,Cash,TXN_9512112,2023-05-25 00:00:00,8,4,2
Coffee,Takeaway,Cash,TXN_9517548,2023-01-25 00:00:00,6,3,2
Coffee,Takeaway,Cash,TXN_9648941,2023-06-30 00:00:00,4,2,2
Coffee,Takeaway,Cash,TXN_9929033,2023-02-17 00:00:00,4,2,2
Coffee,Takeaway,Credit Card,TXN_1097334,2023-03-21 00:00:00,4,2,2
Coffee,Takeaway,Credit Card,TXN_1488481,2023-07-28 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_1672443,2023-10-03 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_1760092,2023-04-15 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_1899827,2023-06-24 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_1935119,2023-07-15 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_1961373,2023-09-08 00:00:00,4,2,2
Coffee,Takeaway,Credit Card,TXN_2092288,2023-03-30 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_2142961,2023-09-21 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_2187911,2023-04-20 00:00:00,,3,
Coffee,Takeaway,Credit Card,TXN_2417721,2023-10-20 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_2919225,2023-02-14 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_2950680,2023-12-10 00:00:00,4,2,2
Coffee,Takeaway,Credit Card,TXN_2970011,2023-06-04 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_3326110,2023-08-13 00:00:00,4,2,2
Coffee,Takeaway,Credit Card,TXN_3353615,2023-07-24 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_3380698,2023-12-15 00:00:00,6,3,2
Coffee,Takeaway,Credit Card,TXN_3394874,2023-06-18 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_3472433,2023-10-29 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_3572190,2023-03-05 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_3604156,2023-11-08 00:00:00,,,2
Coffee,Takeaway,Credit Card,TXN_3709876,2023-11-04 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_4228838,2023-09-22 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_4356564,2023-10-05 00:00:00,4,2,2
Coffee,Takeaway,Credit Card,TXN_4913329,2023-10-30 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_5113993,2023-02-10 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_5242469,2023-04-01 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_5296578,2023-04-15 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_5473680,2023-12-24 00:00:00,6,3,2
Coffee,Takeaway,Credit Card,TXN_5746800,2023-07-04 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_5754317,2023-01-10 00:00:00,,2,
Coffee,Takeaway,Credit Card,TXN_5914284,2023-06-25 00:00:00,4,2,2
Coffee,Takeaway,Credit Card,TXN_6025054,2023-03-10 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_6112765,2023-07-21 00:00:00,4,2,2
Coffee,Takeaway,Credit Card,TXN_6277500,2023-01-09 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_6732494,2023-03-18 00:00:00,4,2,2
Coffee,Takeaway,Credit Card,TXN_6769554,2023-02-06 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_6791398,2023-12-17 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_6893490,2023-03-17 00:00:00,6,3,2
Coffee,Takeaway,Credit Card,TXN_6895165,2023-02-18 00:00:00,6,3,2
Coffee,Takeaway,Credit Card,TXN_6897608,2023-06-28 00:00:00,4,2,2
Coffee,Takeaway,Credit Card,TXN_7116936,2023-05-19 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_7254494,2023-03-16 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_7332192,2023-11-17 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_7420434,2023-07-16 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_7641606,2023-12-26 00:00:00,6,3,2
Coffee,Takeaway,Credit Card,TXN_7701070,2023-07-28 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_7851403,2023-03-06 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_8036247,2023-09-29 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_8046891,2023-02-24 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_8107970,2023-06-03 00:00:00,4,2,2
Coffee,Takeaway,Credit Card,TXN_8196921,2023-05-19 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_8209794,2023-10-25 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_8552898,2023-11-06 00:00:00,10,5,2
Coffee,Takeaway,Credit Card,TXN_8878830,2023-10-11 00:00:00,8,4,2
Coffee,Takeaway,Credit Card,TXN_9089797,2023-09-19 00:00:00,2,1,2
Coffee,Takeaway,Credit Card,TXN_9690114,2023-12-01 00:00:00,,,2
Coffee,Takeaway,Credit Card,TXN_9793353,2023-08-21 00:00:00,6,3,2
Coffee,Takeaway,Credit Card,TXN_9799798,2023-05-23 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_1005331,2023-11-04 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_1020478,2023-03-09 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_1151605,2023-05-02 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_1192970,2023-06-17 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_1224087,2023-03-20 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_1307239,2023-10-26 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_1346517,2023-03-20 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_1489194,2023-07-18 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_1588687,2023-08-22 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_1606273,2023-11-02 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_1732216,2023-08-30 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_1854102,2023-07-18 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_1884923,2023-05-11 00:00:00,8,4,2
Coffee,Takeaway,Digital Wallet,TXN_2096922,2023-12-11 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_2100697,2023-09-19 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_2102950,2023-12-07 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_2123573,2023-01-09 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_2165365,2023-06-08 00:00:00,,5,
Coffee,Takeaway,Digital Wallet,TXN_2308317,2023-11-13 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_2334523,2023-08-17 00:00:00,,,2
Coffee,Takeaway,Digital Wallet,TXN_2337113,2023-11-19 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_2849719,2023-06-23 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_3022839,2023-08-25 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_3358494,2023-06-22 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_3364751,2023-04-12 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_3392953,2023-01-06 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_3518789,2023-12-01 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_3620110,2023-06-01 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_3653560,2023-07-01 00:00:00,8,4,2
Coffee,Takeaway,Digital Wallet,TXN_3918998,2023-12-18 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_4255503,2023-11-19 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_4262451,2023-10-16 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_4336247,2023-03-03 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_4512118,2023-04-20 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_4528522,2023-12-04 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_4699911,2023-07-21 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_4807899,2023-07-03 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_5085328,2023-02-03 00:00:00,8,4,2
Coffee,Takeaway,Digital Wallet,TXN_5125759,2023-06-15 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_5213761,2023-08-18 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_5229351,2023-08-14 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_5276842,2023-06-26 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_5332773,2023-05-04 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_5354746,2023-03-06 00:00:00,8,4,2
Coffee,Takeaway,Digital Wallet,TXN_5488764,2023-06-30 00:00:00,8,4,2
Coffee,Takeaway,Digital Wallet,TXN_5492822,2023-12-16 00:00:00,8,4,2
Coffee,Takeaway,Digital Wallet,TXN_5701303,2023-09-08 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_6024625,2023-09-13 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_6083650,2023-07-01 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_6336973,2023-03-21 00:00:00,8,4,2
Coffee,Takeaway,Digital Wallet,TXN_6491662,2023-10-06 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_6575599,2023-10-09 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_6580743,2023-12-18 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_6581437,2023-10-23 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_6610487,2023-09-18 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_6786340,2023-04-18 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_6814891,2023-06-26 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_6830557,2023-11-08 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_6910030,2023-07-09 00:00:00,8,4,2
Coffee,Takeaway,Digital Wallet,TXN_6959065,2023-05-05 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_7153455,2023-07-02 00:00:00,8,4,2
Coffee,Takeaway,Digital Wallet,TXN_7637178,2023-05-26 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_7686476,2023-01-03 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_7687146,2023-12-02 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_7770253,2023-01-06 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_8002886,2023-05-28 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_8126762,2023-06-08 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_8140360,2023-05-05 00:00:00,8,4,2
Coffee,Takeaway,Digital Wallet,TXN_8153957,2023-10-12 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_8187087,2023-01-31 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_8421481,2023-07-27 00:00:00,8,4,2
Coffee,Takeaway,Digital Wallet,TXN_8549600,2023-11-19 00:00:00,,,2
Coffee,Takeaway,Digital Wallet,TXN_8696857,2023-10-01 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_8735418,2023-03-03 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_8771574,2023-05-03 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_8773639,2023-02-20 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_8809853,2023-10-29 00:00:00,2,1,2
Coffee,Takeaway,Digital Wallet,TXN_9134257,2023-05-19 00:00:00,,,2
Coffee,Takeaway,Digital Wallet,TXN_9147596,2023-10-08 00:00:00,,2,
Coffee,Takeaway,Digital Wallet,TXN_9363711,2023-11-23 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_9495930,2023-10-23 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_9523369,2023-08-25 00:00:00,6,3,2
Coffee,Takeaway,Digital Wallet,TXN_9596023,2023-11-30 00:00:00,10,5,2
Coffee,Takeaway,Digital Wallet,TXN_9616828,2023-12-20 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_9798525,2023-11-05 00:00:00,4,2,2
Coffee,Takeaway,Digital Wallet,TXN_9865855,2023-04-18 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_1077060,2023-08-22 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_1158197,2023-05-21 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_1299936,2023-03-27 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_1335256,2023-08-04 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_1398511,2023-12-19 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_1454730,2023-07-21 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_1512184,2023-01-28 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_1544070,2023-09-05 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_1546695,2023-03-06 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_1631377,2023-06-07 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_1653570,2023-10-10 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_1785371,2023-01-16 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_1860406,2023-06-17 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_2193333,2023-07-21 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_2206740,2023-06-07 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_2217015,2023-04-17 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_2222893,2023-12-20 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_2237115,2023-01-13 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_2389320,2023-07-26 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_2461238,2023-01-29 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_2466036,2023-08-31 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_2466187,2023-04-18 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_2567222,2023-09-09 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_2609762,2023-07-26 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_2985748,2023-12-19 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_3275800,2023-05-27 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_3299535,2023-11-16 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_3521791,2023-06-11 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_3585097,2023-05-31 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_3647474,2023-05-05 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_3648160,2023-12-03 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_3866156,2023-02-28 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_3873656,2023-09-30 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_3956062,2023-06-04 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_4021467,2023-04-02 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_4159135,2023-02-09 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_4167859,2023-08-17 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_4178899,2023-04-05 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_4181147,2023-02-18 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_4219548,2023-07-24 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_4321368,2023-12-09 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_4382406,2023-09-26 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_4545512,2023-12-18 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_4565969,2023-03-16 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_4674667,2023-05-24 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_4870483,2023-03-03 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_4890770,2023-10-12 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_4942692,2023-01-15 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_5153686,2023-04-05 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_5217434,2023-09-22 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_5375349,2023-11-13 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_5469063,2023-02-24 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_5762127,2023-11-10 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_5926982,2023-05-16 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_6037924,2023-11-14 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_6118079,2023-07-01 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_6148776,2023-03-02 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_6179190,2023-07-23 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_6290642,2023-12-23 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_6424195,2023-09-14 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_6441337,2023-02-22 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_6533180,2023-05-03 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_6591736,2023-06-21 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_6811368,2023-02-18 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_6836109,2023-04-09 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_6838802,2023-08-29 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_6929664,2023-03-05 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_7004494,2023-03-17 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_7047860,2023-06-18 00:00:00,,2,
Coffee,Takeaway,UNKNOWN,TXN_7122109,2023-05-19 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_7250085,2023-09-19 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_7280191,2023-08-23 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_7299015,2023-12-02 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_7352058,2023-08-24 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_7604352,2023-12-19 00:00:00,,,2
Coffee,Takeaway,UNKNOWN,TXN_7825648,2023-05-18 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_7876775,2023-02-09 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_7922350,2023-05-09 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_7963324,2023-12-09 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_8099578,2023-03-02 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_8171171,2023-05-13 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_8275626,2023-09-10 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_8298711,2023-01-26 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_8326905,2023-03-10 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_8352365,2023-08-10 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_8417552,2023-12-09 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_8423155,2023-07-03 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_8692094,2023-08-30 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_8973007,2023-02-07 00:00:00,10,5,2
Coffee,Takeaway,UNKNOWN,TXN_9128859,2023-11-28 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_9244886,2023-02-09 00:00:00,2,1,2
Coffee,Takeaway,UNKNOWN,TXN_9307650,2023-02-22 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_9339456,2023-03-29 00:00:00,6,3,2
Coffee,Takeaway,UNKNOWN,TXN_9367729,2023-10-10 00:00:00,4,2,2
Coffee,Takeaway,UNKNOWN,TXN_9449037,2023-04-30 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_9696074,2023-06-24 00:00:00,8,4,2
Coffee,Takeaway,UNKNOWN,TXN_9833195,2023-03-03 00:00:00,4,2,2
Cookie,Takeaway,Cash,TXN_1009421,2023-02-21 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_1356599,2023-12-14 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_1360998,2023-07-30 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_1534763,2023-09-17 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_1571824,2023-10-16 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_1622123,2023-01-05 00:00:00,2,2,1
Cookie,Takeaway,Cash,TXN_1850339,2023-01-17 00:00:00,5,5,1
Cookie,Takeaway,Cash,TXN_1982031,2023-02-03 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_1993675,2023-01-09 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_2126408,2023-10-19 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_2163229,2023-12-21 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_2402993,2023-06-11 00:00:00,5,5,1
Cookie,Takeaway,Cash,TXN_2471972,2023-04-08 00:00:00,1,1,1
Cookie,Takeaway,Cash,TXN_2477650,2023-10-24 00:00:00,1,1,1
Cookie,Takeaway,Cash,TXN_2566258,2023-06-08 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_2617257,2023-08-20 00:00:00,1,1,1
Cookie,Takeaway,Cash,TXN_2631423,2023-01-07 00:00:00,3,3,1
Cookie,Takeaway,Cash,TXN_2841233,2023-12-01 00:00:00,1,1,1
Cookie,Takeaway,Cash,TXN_2866735,2023-03-13 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_2935871,2023-07-07 00:00:00,4,4,1
Cookie,Takeaway,Cash,TXN_3312653,2023-12-09 00:00:00,5,5,1
Cookie,Takeaway,Cash,TXN_3369191,2023-02-07 00:00:00,5,5,1
Cookie,Takeaway,Cash,TXN_3430842,2023-08-02 00:00:00,2,2,1
